c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122,c123,c124,c125,c126,c127,c128,c129,c130,c131,c132,c133,c134,c135,c136,c137,c138,c139,c140,c141,c142,c143,c144
0.6206896551724138,0.0,0.4375,0.5,0,0,0.5084745762711864,0.6666666666666666,0,0.5,0,0.3333333333333333,0,0.6,0.5714285714285714,0.4,0.0,1.0,1.0,0.5,0,0.5,1.0,1.0,0.5,1.0,0.6,0.5,0.3333333333333333,1.0,0.4,0.42857142857142855,0,0,0.4827586206896552,0.6666666666666666,0.75,0.0,1.0,0.5714285714285714,1.0,0.3333333333333333,0.5294117647058824,0.5,0.5,0.0,0.5,0.5581395348837209,0.5714285714285714,0.47368421052631576,0.4666666666666667,0.5,0,0.3333333333333333,0.5,0.4666666666666667,0.2857142857142857,0.5833333333333334,0.5,0,0.0,0.5531914893617021,0.42857142857142855,0.3333333333333333,0.38461538461538464,0.8,0.8,1.0,0,0,0,0.3333333333333333,1.0,0.5,0.75,0.0,0,0.5263157894736842,0.0,0.6,0.3333333333333333,0.6666666666666666,0.18181818181818182,0,0.0,0.7142857142857143,0.5,0.5,1.0,0.5,0.42105263157894735,0.5,0.5384615384615384,0.3333333333333333,0.0,0.5,0.3333333333333333,0.375,0.7,0,0.4,0.0,0,0.0,0.6363636363636364,0,1.0,0.625,0.0,0.6571428571428571,0.0,0.75,0.4,0,0.0,0,0.2631578947368421,0.6,0,0,0,0,0,0.5,0.6666666666666666,0.47368421052631576,0,1.0,0,0,0.4117647058823529,0.3333333333333333,0,0.5833333333333334,0,0.6,0.5454545454545454,0.5,0.875,0.6666666666666666,0,0,0.5,0.2,0.0
